name,organization,description,opportunity_type,check_size_min,check_size_max,stage,sectors,website,chicago_focused,location
Connetic Ventures,Connetic Ventures,,vc,,,"seed,series-a",Tech,,False,
Sandalphon Capital,Sandalphon Capital,Notable exits include Grove.,vc,,,"seed,series-a",Tech,,False,
Graphene Ventures,Graphene Ventures,"Notable exits include Lyft, Snapchat, Snap.",vc,,,"seed,series-a",Tech,,False,
Illinois Ventures,Illinois Ventures,"Notable exits include Actuate Therapeutics, NantKwest, Juhl Energy, RespireRx Pharmaceuticals.",vc,,,"seed,series-a",Tech,,False,
Motivate Venture Capital,Motivate Venture Capital,Notable exits include Chime.,vc,,,"seed,series-a",Tech,,False,
Cultivian Sandbox,Cultivian Sandbox,,vc,,,"seed,series-a",Tech,,False,
KGC Capital,KGC Capital,,vc,,,"seed,series-a",Tech,,False,
Nine Four Ventures,Nine Four Ventures,Notable exits include SmartRent.,vc,,,"seed,series-a",Tech,,False,
Listen VC,Listen VC,Notable exits include The Fresh Factory.,vc,,,"seed,series-a",Tech,,False,
PSP Partners,PSP Partners,,vc,,,"seed,series-a",Tech,,False,
OS Fund,OS Fund,Notable exits include Ginkgo Bioworks.,vc,,,"seed,series-a",Tech,,False,
Tensility Venture Partner,Tensility Venture Partner,"Notable exits include DocuSign, DIRTT, The Fresh Factory.",vc,,,"seed,series-a",Tech,,False,
Energy Foundry,Energy Foundry,,vc,,,"seed,series-a",Tech,,False,
Motorola Solutions Venture Capital,Motorola Solutions Venture Capital,,vc,,,"seed,series-a",Tech,,False,
Guild Capital,Guild Capital,"Notable exits include Winc, Candy Club.",vc,,,"seed,series-a",Tech,,False,
KiwiTech,KiwiTech,,vc,,,"seed,series-a",Tech,,False,
u.ventures,u.ventures,,vc,,,"seed,series-a",Tech,,False,
VestedWorld,VestedWorld,,vc,,,"seed,series-a",Tech,,False,
VitalizeVC,VitalizeVC,,vc,,,"seed,series-a",Tech,,False,
R7 Partners,R7 Partners,"Notable exits include Bloom Energy, AEye.",vc,,,"seed,series-a",Tech,,False,
Highline Beta,Highline Beta,,vc,,,"seed,series-a",Tech,,False,
Comeback Capital,Comeback Capital,,vc,,,"seed,series-a",Tech,,False,
Germin8 Ventures,Germin8 Ventures,,vc,,,"seed,series-a",Tech,,False,
Impatient,Impatient,,vc,,,"seed,series-a",Tech,,False,
BlueCross BlueShield Venture Partners,BlueCross BlueShield Venture Partners,,vc,,,"seed,series-a",Tech,,False,
Purvi Capital,Purvi Capital,,vc,,,"seed,series-a",Tech,,False,
Synetro Group,Synetro Group,Notable exits include Applovin.,vc,,,"seed,series-a",Tech,,False,
HBS Alumni Angels Chicago,HBS Alumni Angels Chicago,,vc,,,"seed,series-a",Tech,,False,
Buoyant Ventures,Buoyant Ventures,,vc,,,"seed,series-a",Tech,,False,
FireStarter Fund,FireStarter Fund,,vc,,,"seed,series-a",Tech,,False,
Palo Santo,Palo Santo,"Notable exits include Cybin, Bionomics, atai Life Sciences, BRIGHT MINDS, Field Trip Health and Wellness.",vc,,,"seed,series-a",Tech,,False,
DRW Venture Capital,DRW Venture Capital,,vc,,,"seed,series-a",Tech,,False,
Wicklow Capital,Wicklow Capital,Notable exits include SoFi.,vc,,,"seed,series-a",Tech,,False,
BAM Elevate,BAM Elevate,,vc,,,"seed,series-a",Tech,,False,
VCapital,VCapital,"Notable exits include Nanophase, Intensity Therapeutics, Beyond.",vc,,,"seed,series-a",Tech,,False,
Mosaix Ventures,Mosaix Ventures,,vc,,,"seed,series-a",Tech,,False,
Evolv Ventures,Evolv Ventures,,vc,,,"seed,series-a",Tech,,False,
Lakewest Venture Partners,Lakewest Venture Partners,Notable exits include Accel Entertainment.,vc,,,"seed,series-a",Tech,,False,
Bluestein & Associates,Bluestein & Associates,,vc,,,"seed,series-a",Tech,,False,
Builders Vision,Builders Vision,,vc,,,"seed,series-a",Tech,,False,
Seyen Capital,Seyen Capital,"Notable exits include SPS Commerce, Exodus, GoHealth, Synchronoss.",vc,,,"seed,series-a",Tech,,False,
KDWC Ventures,KDWC Ventures,,vc,,,"seed,series-a",Tech,,False,
Chaifetz Group,Chaifetz Group,,vc,,,"seed,series-a",Tech,,False,
Energy Capital Ventures,Energy Capital Ventures,,vc,,,"seed,series-a",Tech,,False,
Beta Boom,Beta Boom,,vc,,,"seed,series-a",Tech,,False,
Ruttenberg Gordon Investments,Ruttenberg Gordon Investments,Notable exits include Flow Water.,vc,,,"seed,series-a",Tech,,False,
Ekistic Ventures,Ekistic Ventures,,vc,,,"seed,series-a",Tech,,False,
BCG Digital Ventures,BCG Digital Ventures,,vc,,,"seed,series-a",Tech,,False,
Side Door Ventures,Side Door Ventures,,vc,,,"seed,series-a",Tech,,False,
West Loop Ventures,West Loop Ventures,,vc,,,"seed,series-a",Tech,,False,
InvestHER Ventures,InvestHER Ventures,,vc,,,"seed,series-a",Tech,,False,
Hopewell Ventures,Hopewell Ventures,,vc,,,"seed,series-a",Tech,,False,
JZ Capital Partners,JZ Capital Partners,,vc,,,"seed,series-a",Tech,,False,
Sandbox Insurtech Ventures,Sandbox Insurtech Ventures,,vc,,,"seed,series-a",Tech,,False,
Bengal Capital,Bengal Capital,"Notable exits include GTI, 4Front Ventures, XS Financial, Flowr.",vc,,,"seed,series-a",Tech,,False,
Harbor Street Ventures,Harbor Street Ventures,Notable exits include Shoulder Innovations.,vc,,,"seed,series-a",Tech,,False,
Caerus Investment Partners,Caerus Investment Partners,,vc,,,"seed,series-a",Tech,,False,
Consumer Ventures,Consumer Ventures,,vc,,,"seed,series-a",Tech,,False,
Seaborne Capital,Seaborne Capital,,vc,,,"seed,series-a",Tech,,False,
Tawani Ventures,Tawani Ventures,,vc,,,"seed,series-a",Tech,,False,
Four More Capital,Four More Capital,,vc,,,"seed,series-a",Tech,,False,
Earth Foundry,Earth Foundry,,vc,,,"seed,series-a",Tech,,False,
Merrick Ventures,Merrick Ventures,,vc,,,"seed,series-a",Tech,,False,
Marquee Ventures,Marquee Ventures,,vc,,,"seed,series-a",Tech,,False,
Wells Fargo Strategic Capital,Wells Fargo Strategic Capital,,vc,,,"seed,series-a",Tech,,False,
Duchossois Technology Partners,Duchossois Technology Partners,,vc,,,"seed,series-a",Tech,,False,
Hypothesis,Hypothesis,"Notable exits include Tencent, Shift Technologies, Sohu.com.",vc,,,"seed,series-a",Tech,,False,
Orchard Venture Partners,Orchard Venture Partners,"Notable exits include Akebia Therapeutics, Aerpio Therapeutics.",vc,,,"seed,series-a",Tech,,False,
Upheaval Investments,Upheaval Investments,,vc,,,"seed,series-a",Tech,,False,
Exposition Ventures,Exposition Ventures,"Notable exits include Xometry, Freightos.",vc,,,"seed,series-a",Tech,,False,
Sea Lane Ventures,Sea Lane Ventures,,vc,,,"seed,series-a",Tech,,False,
Garland Capital Group,Garland Capital Group,,vc,,,"seed,series-a",Tech,,False,
CTC Venture Capital,CTC Venture Capital,,vc,,,"seed,series-a",Tech,,False,
Spiral Sun Ventures,Spiral Sun Ventures,Notable exits include KonaRed.,vc,,,"seed,series-a",Tech,,False,
Ringleader Ventures,Ringleader Ventures,,vc,,,"seed,series-a",Tech,,False,
The Conscious Fund,The Conscious Fund,"Notable exits include Cybin, atai Life Sciences, Wesana Health, Albert Labs.",vc,,,"seed,series-a",Tech,,False,
Manifold Group,Manifold Group,,vc,,,"seed,series-a",Tech,,False,
Breakpoint Ventures,Breakpoint Ventures,,vc,,,"seed,series-a",Tech,,False,
Silvermine Capital,Silvermine Capital,,vc,,,"seed,series-a",Tech,,False,
A1 Health Ventures,A1 Health Ventures,,vc,,,"seed,series-a",Tech,,False,
Fulcrum Investing,Fulcrum Investing,,vc,,,"seed,series-a",Tech,,False,
InVivium Capital,InVivium Capital,Notable exits include Alto Neuroscience.,vc,,,"seed,series-a",Tech,,False,
Giant Step Capital,Giant Step Capital,,vc,,,"seed,series-a",Tech,,False,
CAST US,CAST US,,vc,,,"seed,series-a",Tech,,False,
Network Ventures,Network Ventures,,vc,,,"seed,series-a",Tech,,False,
JumpStart Ventures,JumpStart Ventures,,vc,,,"seed,series-a",Tech,,False,
The Randolph Group,The Randolph Group,,vc,,,"seed,series-a",Tech,,False,
City Capital Ventures,City Capital Ventures,,vc,,,"seed,series-a",Tech,,False,
Griffon Ventures,Griffon Ventures,,vc,,,"seed,series-a",Tech,,False,
Two Roads Group,Two Roads Group,Notable exits include Fast Radius.,vc,,,"seed,series-a",Tech,,False,
Hennessey Capital,Hennessey Capital,Notable exits include Proterra.,vc,,,"seed,series-a",Tech,,False,
Avila Venture Capital,Avila Venture Capital,Notable exits include Lyft.,vc,,,"seed,series-a",Tech,,False,
Founder Equity,Founder Equity,,vc,,,"seed,series-a",Tech,,False,
HCSC Ventures,HCSC Ventures,,vc,,,"seed,series-a",Tech,,False,
Range Light,Range Light,,vc,,,"seed,series-a",Tech,,False,
GreenPoint Partners,GreenPoint Partners,,vc,,,"seed,series-a",Tech,,False,
CBA Startup Ecosystem,CBA Startup Ecosystem,,vc,,,"seed,series-a",Tech,,False,
Pathway Bioventures,Pathway Bioventures,,vc,,,"seed,series-a",Tech,,False,
Nameless Ventures,Nameless Ventures,,vc,,,"seed,series-a",Tech,,False,
Cane Investment Partners,Cane Investment Partners,,vc,,,"seed,series-a",Tech,,False,
IrishAngels Ventures,IrishAngels Ventures,,vc,,,"seed,series-a",Tech,,False,
Vectura Ventures,Vectura Ventures,,vc,,,"seed,series-a",Tech,,False,
SmoothBrain,SmoothBrain,,vc,,,"seed,series-a",Tech,,False,
Sterling Partners Education Opportunity Fund,Sterling Partners Education Opportunity Fund,,vc,,,"seed,series-a",Tech,,False,
Nomadic Venture,Nomadic Venture,,vc,,,"seed,series-a",Tech,,False,
Jola Capital Advisors,Jola Capital Advisors,,vc,,,"seed,series-a",Tech,,False,
G-Bar Ventures,G-Bar Ventures,,vc,,,"seed,series-a",Tech,,False,
Bar 9 Ventures,Bar 9 Ventures,,vc,,,"seed,series-a",Tech,,False,
New Leaf Ventures,New Leaf Ventures,,vc,,,"seed,series-a",Tech,,False,
EVC Ventures,EVC Ventures,,vc,,,"seed,series-a",Tech,,False,
Masters Capital Nanotechnology,Masters Capital Nanotechnology,,vc,,,"seed,series-a",Tech,,False,
Bravo Victor Venture Capital,Bravo Victor Venture Capital,,vc,,,"seed,series-a",Tech,,False,
Rankin Ventures,Rankin Ventures,,vc,,,"seed,series-a",Tech,,False,
Harvest Ridge Capital,Harvest Ridge Capital,,vc,,,"seed,series-a",Tech,,False,
BP Venture,BP Venture,,vc,,,"seed,series-a",Tech,,False,
Polestar Capital Partners,Polestar Capital Partners,,vc,,,"seed,series-a",Tech,,False,
New Coast Ventures,New Coast Ventures,,vc,,,"seed,series-a",Tech,,False,
DunRobin Ventures,DunRobin Ventures,,vc,,,"seed,series-a",Tech,,False,
Liquid Asset Brands,Liquid Asset Brands,,vc,,,"seed,series-a",Tech,,False,
Vitalize Venture Group,Vitalize Venture Group,,vc,,,"seed,series-a",Tech,,False,
Furthurfund,Furthurfund,,vc,,,"seed,series-a",Tech,,False,
Protective Technologies Capital,Protective Technologies Capital,,vc,,,"seed,series-a",Tech,,False,
MooseVentures,MooseVentures,,vc,,,"seed,series-a",Tech,,False,
Educated Ventures,Educated Ventures,,vc,,,"seed,series-a",Tech,,False,
FilKor Capital,FilKor Capital,,vc,,,"seed,series-a",Tech,,False,
Satter Investment Management,Satter Investment Management,Notable exits include Aerpio Therapeutics.,vc,,,"seed,series-a",Tech,,False,
Even Keel Investments,Even Keel Investments,,vc,,,"seed,series-a",Tech,,False,
China Innovation Venture Partners,China Innovation Venture Partners,,vc,,,"seed,series-a",Tech,,False,
ProChain Ventures,ProChain Ventures,,vc,,,"seed,series-a",Tech,,False,
Vue Ventures,Vue Ventures,,vc,,,"seed,series-a",Tech,,False,
Envoy Ventures,Envoy Ventures,"Notable exits include Petco, Arlo.",vc,,,"seed,series-a",Tech,,False,
OlsonUbben,OlsonUbben,,vc,,,"seed,series-a",Tech,,False,
Pondera Holdings,Pondera Holdings,,vc,,,"seed,series-a",Tech,,False,
Thirty-5 Capital,Thirty-5 Capital,,vc,,,"seed,series-a",Tech,,False,
Aktion Partners,Aktion Partners,,vc,,,"seed,series-a",Tech,,False,
Kleinmuntz Associates,Kleinmuntz Associates,Notable exits include Finch Therapeutics.,vc,,,"seed,series-a",Tech,,False,
Adapt Nation Capital,Adapt Nation Capital,,vc,,,"seed,series-a",Tech,,False,
Siena Capital Partners,Siena Capital Partners,,vc,,,"seed,series-a",Tech,,False,
Batterson Venture Capital,Batterson Venture Capital,"Notable exits include Bancorp, Nanophase, Intensity Therapeutics, Beyond, Proxim.",vc,,,"seed,series-a",Tech,,False,
Grow Forward,Grow Forward,,vc,,,"seed,series-a",Tech,,False,
Candid Insurance Investors,Candid Insurance Investors,,vc,,,"seed,series-a",Tech,,False,
Glencrest Global,Glencrest Global,Notable exits include GameOn.,vc,,,"seed,series-a",Tech,,False,
Grafton Street Partners,Grafton Street Partners,,vc,,,"seed,series-a",Tech,,False,
Whitesand Investor Group,Whitesand Investor Group,,vc,,,"seed,series-a",Tech,,False,
62 Ventures,62 Ventures,,vc,,,"seed,series-a",Tech,,False,
Mandell Ventures,Mandell Ventures,,vc,,,"seed,series-a",Tech,,False,
Gen 1 Capital,Gen 1 Capital,"Notable exits include Rocket Lab, Intel, Spire, Revolution Medicines.",vc,,,"seed,series-a",Tech,,False,
Mazarine Ventures,Mazarine Ventures,,vc,,,"seed,series-a",Tech,,False,
185 Ventures,185 Ventures,,vc,,,"seed,series-a",Tech,,False,
Profile Capital Management,Profile Capital Management,,vc,,,"seed,series-a",Tech,,False,
InnovateHealth Ventures,InnovateHealth Ventures,,vc,,,"seed,series-a",Tech,,False,
Angeles VC,Angeles VC,,vc,,,"seed,series-a",Tech,,False,
BRJ Ventures,BRJ Ventures,,vc,,,"seed,series-a",Tech,,False,
Journey Capital Partners,Journey Capital Partners,,vc,,,"seed,series-a",Tech,,False,
Treehouse Global Ventures,Treehouse Global Ventures,"Notable exits include The Cronos Group, Schwazze, Stem Holdings, ManifestSeven, StateHouse Holdings, KushCo Holdings, Amer.",vc,,,"seed,series-a",Tech,,False,
Propellant Ventures,Propellant Ventures,,vc,,,"seed,series-a",Tech,,False,
The Equity League,The Equity League,,vc,,,"seed,series-a",Tech,,False,
Exelon Climate Change Investment,Exelon Climate Change Investment,,vc,,,"seed,series-a",Tech,,False,
Archipel Capital,Archipel Capital,,vc,,,"seed,series-a",Tech,,False,
Gsv Ventures Fund,Gsv Ventures Fund,,vc,,,"seed,series-a",Tech,,False,
PEAK6 Sports,PEAK6 Sports,,vc,,,"seed,series-a",Tech,,False,
KD Capital,KD Capital,Notable exits include Diginex.,vc,,,"seed,series-a",Tech,,False,
Stella Capital,Stella Capital,,vc,,,"seed,series-a",Tech,,False,
C2 Capital Management,C2 Capital Management,,vc,,,"seed,series-a",Tech,,False,
Tribal Ventures,Tribal Ventures,,vc,,,"seed,series-a",Tech,,False,
Specialized Capital Partners,Specialized Capital Partners,,vc,,,"seed,series-a",Tech,,False,
Venture Michigan Fund,Venture Michigan Fund,,vc,,,"seed,series-a",Tech,,False,
Cardigan Ventures,Cardigan Ventures,Notable exits include Chime.,vc,,,"seed,series-a",Tech,,False,
Uncommon Impact Ventures,Uncommon Impact Ventures,,vc,,,"seed,series-a",Tech,,False,
DiNella Hospitality,DiNella Hospitality,,vc,,,"seed,series-a",Tech,,False,
AFZA Capital,AFZA Capital,,vc,,,"seed,series-a",Tech,,False,
Slojo Investments,Slojo Investments,Notable exits include AWH.,vc,,,"seed,series-a",Tech,,False,
IDL Ventures,IDL Ventures,,vc,,,"seed,series-a",Tech,,False,
Lakeshore Energy Capital,Lakeshore Energy Capital,,vc,,,"seed,series-a",Tech,,False,
Orka Capital,Orka Capital,,vc,,,"seed,series-a",Tech,,False,
5pmVentures,5pmVentures,,vc,,,"seed,series-a",Tech,,False,
New Frontier Holdings,New Frontier Holdings,Notable exits include The Fresh Factory.,vc,,,"seed,series-a",Tech,,False,
MidAmerica Ventures,MidAmerica Ventures,,vc,,,"seed,series-a",Tech,,False,
Magnate Capital Partners,Magnate Capital Partners,,vc,,,"seed,series-a",Tech,,False,
Eagle Vista Partners,Eagle Vista Partners,Notable exits include DoubleVerify.,vc,,,"seed,series-a",Tech,,False,
Apple Island Ventures,Apple Island Ventures,,vc,,,"seed,series-a",Tech,,False,
SYKGroup,SYKGroup,,vc,,,"seed,series-a",Tech,,False,
Innovation Stage,Innovation Stage,,vc,,,"seed,series-a",Tech,,False,
Imagine Capital Group,Imagine Capital Group,,vc,,,"seed,series-a",Tech,,False,
1 of a Kind Capital,1 of a Kind Capital,,vc,,,"seed,series-a",Tech,,False,
Trivergance,Trivergance,,vc,,,"seed,series-a",Tech,,False,
V. Gastevich Investments,V. Gastevich Investments,"Notable exits include GTI, AWH, Cresco Labs.",vc,,,"seed,series-a",Tech,,False,
Aberdeen Labs,Aberdeen Labs,,vc,,,"seed,series-a",Tech,,False,
Washing Pond Ventures,Washing Pond Ventures,"Notable exits include Winc, Candy Club.",vc,,,"seed,series-a",Tech,,False,
FyreLake Holdings,FyreLake Holdings,,vc,,,"seed,series-a",Tech,,False,
Euler Fund,Euler Fund,,vc,,,"seed,series-a",Tech,,False,
YASH Ventures,YASH Ventures,,vc,,,"seed,series-a",Tech,,False,
K8 Ventures,K8 Ventures,,vc,,,"seed,series-a",Tech,,False,
Cowrie Holdings,Cowrie Holdings,,vc,,,"seed,series-a",Tech,,False,
606 Ventures,606 Ventures,,vc,,,"seed,series-a",Tech,,False,
Inoa Ventures,Inoa Ventures,,vc,,,"seed,series-a",Tech,,False,
Stairway Ventures,Stairway Ventures,,vc,,,"seed,series-a",Tech,,False,
Digital Wellness Technology,Digital Wellness Technology,,vc,,,"seed,series-a",Tech,,False,
Dillon Kane Group,Dillon Kane Group,,vc,,,"seed,series-a",Tech,,False,
LifeBoat Ventures,LifeBoat Ventures,Notable exits include Bitcoin.,vc,,,"seed,series-a",Tech,,False,
Rush Street Companies,Rush Street Companies,,vc,,,"seed,series-a",Tech,,False,
Candor Ventures,Candor Ventures,Notable exits include GameOn.,vc,,,"seed,series-a",Tech,,False,
Flying Tiger Capital,Flying Tiger Capital,,vc,,,"seed,series-a",Tech,,False,
MDT Ventures,MDT Ventures,"Notable exits include Robinhood, Beyond Meat.",vc,,,"seed,series-a",Tech,,False,
Alameda Holdings,Alameda Holdings,,vc,,,"seed,series-a",Tech,,False,
Avocation Investments,Avocation Investments,,vc,,,"seed,series-a",Tech,,False,
Light Street Investements,Light Street Investements,"Notable exits include Airbnb, Uber, Coursera, Spotify, Instacart, Pinterest, FIGS, Bloom Energy.",vc,,,"seed,series-a",Tech,,False,
Leazar Capital Holdings,Leazar Capital Holdings,,vc,,,"seed,series-a",Tech,,False,
Rayburn Capital,Rayburn Capital,,vc,,,"seed,series-a",Tech,,False,
MTT Ventures,MTT Ventures,,vc,,,"seed,series-a",Tech,,False,
Infusion 51a,Infusion 51a,Notable exits include Theralink Technologies.,vc,,,"seed,series-a",Tech,,False,
